X,Y,classe
1.05,0.0,1
1.0498993338235942,0.0,1
1.0495977406415398,0.0,1
1.0490964348631353,0.0,1
1.0483974350698178,0.0,1
1.0475035558870474,0.0,1
1.0464183966508036,0.0,1
1.045146326914331,0.0,1
1.0436924688534892,0.0,1
1.042062676641559,0.0,1
1.040263512876553,0.0,1
1.0383022221559488,0.0,1
1.0361867019052535,0.0,1
1.0339254705778567,0.0,1
1.031527633354226,0.0,1
1.0290028454785598,0.0,1
1.0263612733805252,0.0,1
1.0236135537386342,0.0,1
1.0207707506500943,0.0,1
1.0178443110795936,0.0,1
1.0148460187664137,0.0,1
1.0117879467754713,0.0,1
1.0086824088833466,0.0,1
1.0055419099950507,0.0,1
1.0023790957911871,0.0,1
0.9992067018082595,0.0,1
0.9960375021571606,0.0,1
0.9928842580863357,0.0,1
0.9897596665967404,0.0,1
0.9866763093154982,0.0,1
0.9836466018341289,0.0,1
0.9806827437153436,0.0,1
0.9777966693697113,0.0,1
0.975,0.0,1
0.9723039968066944,0.0,1
0.9697195156431166,0.0,1
0.9672569633027357,0.0,1
0.9649262556146839,0.0,1
0.9627367775162122,0.0,1
0.9606973452628607,0.0,1
0.9588161709285083,0.0,1
0.9571008293382511,0.0,1
0.9555582275672538,0.0,1
0.9541945771283965,0.0,1
0.9530153689607046,0.0,1
0.9520253513192751,0.0,1
0.9512285106557297,0.0,1
0.9506280555661802,0.0,1
0.9502264038713457,0.0,1
0.9500251728808408,0.0,1
0.9500251728808408,0.0,1
0.9502264038713457,0.0,1
0.9506280555661802,0.0,1
0.9512285106557297,0.0,1
0.9520253513192751,0.0,1
0.9530153689607046,0.0,1
0.9541945771283965,0.0,1
0.9555582275672538,0.0,1
0.9571008293382511,0.0,1
0.9588161709285083,0.0,1
0.9606973452628607,0.0,1
0.9627367775162122,0.0,1
0.9649262556146839,0.0,1
0.9672569633027357,0.0,1
0.9697195156431166,0.0,1
0.9723039968066944,0.0,1
0.975,0.0,1
0.9777966693697113,0.0,1
0.9806827437153436,0.0,1
0.9836466018341289,0.0,1
0.9866763093154982,0.0,1
0.9897596665967405,0.0,1
0.9928842580863357,0.0,1
0.9960375021571606,0.0,1
0.9992067018082597,0.0,1
1.0023790957911871,0.0,1
1.0055419099950504,0.0,1
1.0086824088833466,0.0,1
1.0117879467754713,0.0,1
1.0148460187664137,0.0,1
1.0178443110795936,0.0,1
1.0207707506500943,0.0,1
1.0236135537386342,0.0,1
1.0263612733805252,0.0,1
1.0290028454785598,0.0,1
1.031527633354226,0.0,1
1.0339254705778567,0.0,1
1.0361867019052535,0.0,1
1.0383022221559488,0.0,1
1.040263512876553,0.0,1
1.042062676641559,0.0,1
1.0436924688534892,0.0,1
1.045146326914331,0.0,1
1.0464183966508036,0.0,1
1.0475035558870474,0.0,1
1.0483974350698178,0.0,1
1.0490964348631353,0.0,1
1.0495977406415398,0.0,1
1.0498993338235942,0.0,1
1.05,0.0,1
1.0478860102954788,0.06659511563939273,1
1.0477855467926542,0.06658873099590824,1
1.0474845608152492,0.06656960277416064,1
1.0469842643275633,0.06653780799674776,1
1.0462866718469757,0.06649347469001643,1
1.0453945923321952,0.06643678136854572,1
1.0443116178725735,0.06636795631633162,1
1.043042109224031,0.06628727666756803,1
1.0415911782498295,0.06619506729072515,1
1.0399646673369056,0.0660916994804188,1
1.0381691258706385,0.06597758946233805,1
1.0362117838627876,0.06585319671725129,1
1.0341005228387872,0.06571902213083936,1
1.0318438441016242,0.06557560597680563,1
1.0294508345000926,0.06542352574138456,1
1.02693112983926,0.06526339379800844,1
1.0242948760804815,0.06509585494149567,1
1.0215526884871942,0.06492158379168961,1
1.0187156088809983,0.06474128207700262,1
1.0157950611801385,0.06455567580880339,1
1.012802805399417,0.06436551235802537,1
1.0097508902967645,0.06417155744576786,1
1.0066516048571454,0.06397459206000733,1
1.0035174288091513,0.06377540931083452,1
1.0003609823735395,0.06357481123688002,1
0.9971949754460582,0.06337360557578786,1
0.9940321564191821,0.06317260251174095,1
0.990885260848835,0.06297261141313541,1
0.9877669601728014,0.06277443757353973,1
0.9846898106873191,0.06257887896906175,1
0.9816662029873053,0.06238672304518049,1
0.9787083120738046,0.06219874354598119,1
0.9758280483295563,0.06201569739856094,1
0.9730370095600873,0.061838321665150395,1
